Amount of Vertices: 726
x: -5.0000, y: -5.0000, z: 20.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 4.0000, y: 3.0000, z: 19.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 3.0000, z: 28.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 4.0000, y: 4.0000, z: 20.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 4.0000, y: 4.0000, z: 20.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 4.0000, z: 29.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 3.0000, z: 28.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 4.0000, y: 4.0000, z: 20.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 4.0000, z: 29.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 4.0000, y: 5.0000, z: 21.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 4.0000, y: 5.0000, z: 21.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 5.0000, z: 30.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 4.0000, z: 29.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 4.0000, y: 5.0000, z: 21.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 5.0000, z: 30.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 4.0000, y: 6.0000, z: 22.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 4.0000, y: 6.0000, z: 22.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 6.0000, z: 31.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 5.0000, z: 30.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: -5.0000, z: 20.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: -5.0000, z: 31.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: -4.0000, z: 21.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: -4.0000, z: 21.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: -4.0000, z: 32.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: -5.0000, z: 31.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: -4.0000, z: 21.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: -4.0000, z: 32.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: -3.0000, z: 22.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: -3.0000, z: 22.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: -3.0000, z: 33.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: -4.0000, z: 32.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: -3.0000, z: 22.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: -3.0000, z: 33.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: -2.0000, z: 23.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: -2.0000, z: 23.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: -2.0000, z: 34.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: -3.0000, z: 33.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: -2.0000, z: 23.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: -2.0000, z: 34.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: -1.0000, z: 24.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: -1.0000, z: 24.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: -1.0000, z: 35.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: -2.0000, z: 34.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: -1.0000, z: 24.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: -1.0000, z: 35.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 0.0000, z: 25.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 0.0000, z: 25.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 0.0000, z: 36.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: -1.0000, z: 35.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 0.0000, z: 25.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 0.0000, z: 36.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 1.0000, z: 26.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 1.0000, z: 26.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 1.0000, z: 37.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 0.0000, z: 36.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 1.0000, z: 26.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 1.0000, z: 37.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 2.0000, z: 27.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 2.0000, z: 27.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 2.0000, z: 38.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 1.0000, z: 37.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 2.0000, z: 27.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 2.0000, z: 38.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 3.0000, z: 28.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 3.0000, z: 28.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 3.0000, z: 39.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 2.0000, z: 38.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 3.0000, z: 28.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 3.0000, z: 39.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 4.0000, z: 29.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 4.0000, z: 29.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 4.0000, z: 40.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 3.0000, z: 39.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 4.0000, z: 29.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 4.0000, z: 40.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 5.0000, z: 30.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 5.0000, z: 30.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 5.0000, z: 41.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 4.0000, z: 40.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 5.0000, z: 30.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 5.0000, z: 41.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 6.0000, z: 31.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 5.0000, y: 6.0000, z: 31.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 6.0000, z: 42.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
x: 6.0000, y: 5.0000, z: 41.0000, r: 0.5000, g: 1.0000, b: 0.5000, u: 0.0000, v: 0.0000 
